Date,Open,High,Low,Close,Adj Close,Volume
2010-11-04,291.0,344.8999938964844,291.0,342.54998779296875,128.2366180419922,479716245
2010-11-08,351.79998779296875,355.8999938964844,329.5,330.75,123.81916809082031,46932779
2010-11-09,330.1499938964844,333.3999938964844,325.0,326.04998779296875,122.0596694946289,23741956
2010-11-10,325.3999938964844,327.79998779296875,320.04998779296875,322.79998779296875,120.84302520751953,21057129
2010-11-11,323.0,336.95001220703125,321.8500061035156,328.54998779296875,122.9955825805664,26548372
2010-11-12,330.0,332.95001220703125,318.0,320.1499938964844,119.85095977783203,15004107
2010-11-15,321.20001220703125,322.8999938964844,315.04998779296875,317.20001220703125,118.74661254882812,9917395
2010-11-16,320.0,323.95001220703125,316.1000061035156,318.04998779296875,119.06480407714844,12100114
2010-11-18,319.6000061035156,328.95001220703125,310.0,326.8999938964844,122.37789154052734,23983896
2010-11-19,330.25,339.95001220703125,328.1000061035156,333.54998779296875,124.86738586425781,51723739
2010-11-22,336.0,337.0,315.0,333.3500061035156,124.79252624511719,11494521
2010-11-23,330.5,332.3999938964844,317.5,320.1499938964844,119.85095977783203,13147667
2010-11-24,329.3500061035156,329.3500061035156,310.0,310.79998779296875,116.35072326660156,16243562
2010-11-25,314.0,318.3500061035156,311.1000061035156,313.20001220703125,117.24919891357422,6489260
2010-11-26,315.0,316.0,301.0,312.70001220703125,117.06199645996094,13657322
2010-11-29,311.3999938964844,319.70001220703125,308.20001220703125,317.45001220703125,118.84022521972656,6493219
2010-11-30,315.0,319.0,312.0,317.25,118.76532745361328,6050064
2010-12-01,317.0,322.5,315.0,320.95001220703125,120.15042877197266,5053942
2010-12-02,322.20001220703125,325.95001220703125,321.1499938964844,324.8500061035156,121.61050415039062,6143344
2010-12-03,318.1000061035156,325.70001220703125,318.1000061035156,321.95001220703125,120.52478790283203,2453815
2010-12-06,321.0,324.8999938964844,318.5,320.3999938964844,119.94453430175781,2895539
2010-12-07,320.5,322.75,317.25,320.0,119.79480743408203,3484977
2010-12-08,318.6000061035156,322.70001220703125,317.25,318.8500061035156,119.36425018310547,2877153
2010-12-09,318.0,320.0,309.0,313.20001220703125,117.24919891357422,5313081
2010-12-10,312.0,322.0,312.0,317.29998779296875,118.78404998779297,5799900
2010-12-13,318.0,324.3500061035156,317.0,323.1499938964844,120.97401428222656,2809522
2010-12-14,324.45001220703125,331.0,322.75,325.29998779296875,121.77891540527344,7075931
2010-12-15,325.6000061035156,330.0,323.0,327.8500061035156,122.73352813720703,5380352
2010-12-16,326.75,327.0,317.3999938964844,320.70001220703125,120.05689239501953,2893052
2010-12-20,323.0,323.0,315.04998779296875,316.0,118.29737091064453,2905355
2010-12-21,318.79998779296875,318.79998779296875,311.20001220703125,313.29998779296875,117.28661346435547,4427901
2010-12-22,315.1000061035156,319.70001220703125,312.70001220703125,314.04998779296875,117.56741333007812,5425074
2010-12-23,315.04998779296875,315.95001220703125,312.0,312.95001220703125,117.15557098388672,3326534
2010-12-24,313.0,313.8999938964844,310.1000061035156,312.1499938964844,116.8561019897461,1859093
2010-12-27,312.1499938964844,314.29998779296875,306.5,307.29998779296875,115.04046630859375,5273320
2010-12-28,308.0,309.95001220703125,301.0,303.75,113.71149444580078,8055446
2010-12-29,306.1000061035156,311.3999938964844,304.29998779296875,310.25,116.14480590820312,5772875
2010-12-30,311.0,311.6000061035156,307.0,308.04998779296875,115.32124328613281,2643251
2010-12-31,309.5,316.45001220703125,308.29998779296875,314.75,117.82942962646484,4960987
2011-01-03,315.5,318.0,314.54998779296875,317.29998779296875,118.78404998779297,2929118
2011-01-04,318.8999938964844,320.0,316.04998779296875,319.20001220703125,119.49534606933594,2716995
2011-01-05,320.0,320.0,308.25,309.79998779296875,115.9763412475586,8555905
2011-01-06,311.0,313.0,308.5,309.1000061035156,115.71430969238281,2763146
2011-01-07,310.0,313.5,302.1499938964844,309.1000061035156,115.71430969238281,2298583
2011-01-10,309.8999938964844,310.0,302.1000061035156,305.1499938964844,114.2355728149414,5413595
2011-01-11,306.0,312.95001220703125,306.0,309.04998779296875,115.69560241699219,2781948
2011-01-12,309.8999938964844,312.8999938964844,306.25,308.5,115.48968505859375,1181115
2011-01-13,309.3999938964844,313.95001220703125,307.5,310.45001220703125,116.21968841552734,2070696
2011-01-14,310.45001220703125,315.5,307.95001220703125,310.5,116.23841094970703,2244505
2011-01-17,307.25,314.0,306.20001220703125,313.1499938964844,117.23048400878906,1707118
2011-01-18,313.5,313.95001220703125,308.0,311.1499938964844,116.48172760009766,844507
2011-01-19,311.0,312.70001220703125,307.95001220703125,309.3999938964844,115.82661437988281,1426048
2011-01-20,308.79998779296875,319.20001220703125,308.1000061035156,315.70001220703125,118.1850814819336,6121175
2011-01-21,316.45001220703125,316.45001220703125,312.0,314.1499938964844,117.60479736328125,2413133
2011-01-24,314.8999938964844,314.8999938964844,309.0,310.45001220703125,116.21968841552734,1097986
2011-01-25,311.0,315.70001220703125,308.54998779296875,310.0,116.05123138427734,2452476
2011-01-27,311.0,312.8999938964844,307.20001220703125,308.29998779296875,115.4148178100586,2455783
2011-01-28,307.04998779296875,309.70001220703125,303.04998779296875,305.04998779296875,114.1981430053711,4236476
2011-01-31,302.0,307.5,300.54998779296875,304.3500061035156,113.93608856201172,3673855
2011-02-01,305.5,309.8500061035156,303.5,308.29998779296875,115.4148178100586,4863055
2011-02-02,310.1000061035156,314.8999938964844,308.54998779296875,312.5,116.98712921142578,3374631
2011-02-03,311.0,320.0,310.8999938964844,317.3500061035156,118.80278015136719,4211492
2011-02-04,317.3500061035156,318.1000061035156,307.0,308.1499938964844,115.358642578125,1688679
2011-02-07,309.3999938964844,310.45001220703125,304.1499938964844,304.6499938964844,114.04837799072266,1799233
2011-02-08,306.8999938964844,307.45001220703125,296.20001220703125,301.3999938964844,112.83174896240234,3841730
2011-02-09,302.0,307.8500061035156,297.0,298.70001220703125,111.82097625732422,4490558
2011-02-10,300.1000061035156,304.0,293.25,297.6499938964844,111.42790222167969,2690945
2011-02-11,298.1000061035156,305.0,298.0,304.6000061035156,114.0296630859375,3292240
